id,name,sex,dob,num_course_taken,career_path_name,hours_to_complete,time_spent_hrs,prcnt_complete,job_category,city,state
2443,Thomasine Orozco,F,1971-12-04,0.0,frontend engineer,20.0,1.17,0.058499999999999996,financial services,Monon,Mississippi
2444,Marietta van der Klugt,F,1977-01-15,7.0,data analyst,12.0,9.1,0.7583333333333333,HR,Frannie,Tennessee
2445,Jame Huig,N,1953-08-22,0.0,backend engineer,18.0,10.71,0.5950000000000001,software developer,Wichita Falls,Pennsylvania
2446,Lela Grandia,F,1987-09-12,8.0,frontend engineer,20.0,2.63,0.1315,HR,Hallock,Georgia
2447,Ty Boer,M,1953-04-16,12.0,data engineer,20.0,1.04,0.052000000000000005,financial services,Hudson Oaks,Texas
2448,Valentine Kemp,M,1998-03-28,8.0,machine learning engineer,35.0,28.13,0.8037142857142857,analytics,North Miami,Maryland
2449,Jae Wood,M,1942-04-30,1.0,,,,,creative,Adelphi,Ohio
2450,Lea Weaver,F,1959-07-23,13.0,data engineer,20.0,10.34,0.517,HR,Bystrom,New Jersey
2451,Toby Nguyen,M,1994-03-14,9.0,ux/ui designer,15.0,6.32,0.42133333333333334,financial services,Ellsworth village,Florida
2452,Becki Veerman,F,1958-01-26,9.0,data scientist,20.0,2.43,0.12150000000000001,education,Chouteau,Pennsylvania
2453,Enriqueta Everett,N,2002-04-07,3.0,iOS developer,27.0,6.01,0.2225925925925926,student,Granville village,Delaware
2454,Diedra Keller,N,1958-08-12,0.0,backend engineer,18.0,0.06,0.003333333333333333,analytics,Maplesville,Connecticut
2455,Moshe de With,M,1959-03-01,10.0,,,,,education,College Station,Alabama
2456,Charmain Mullins,F,1989-04-22,10.0,,,,,engineer,Chidester,New York
2457,Retha Utrecht,N,1953-03-04,5.0,iOS developer,27.0,25.81,0.9559259259259258,financial services,Red Devil,Wisconsin
2458,Hilton Whitney,M,1987-08-29,13.0,ux/ui designer,15.0,5.78,0.38533333333333336,HR,Towerborough,Pennsylvania
2459,Candyce Cline,F,1992-04-26,0.0,android developer,27.0,26.6,0.9851851851851853,engineer,Arizona Village,New Hampshire
2460,Yulanda Ayala,F,1943-06-09,9.0,,,,,financial services,Haines,New Hampshire
2461,Franklin Felt,N,1954-11-21,1.0,iOS developer,27.0,11.69,0.43296296296296294,education,El Paso,Maine
2462,Marquis Konijn,M,1951-11-06,8.0,android developer,27.0,27.68,1.0251851851851852,software developer,Portsmouth,Kentucky
2463,Beatrice York,F,2002-07-03,10.0,android developer,27.0,27.2,1.0074074074074073,student,Sidell village,New Mexico
2464,Neta Navarro,F,1946-12-28,1.0,frontend engineer,20.0,17.27,0.8634999999999999,software developer,Smyrna,Rhode Island
2465,Erin Burns,M,1970-12-28,12.0,,,,,HR,Shady Dale,Colorado
2466,Blair Calderon,M,1994-06-14,9.0,data analyst,12.0,6.11,0.5091666666666667,HR,Reynoldsburg,Maine
2467,Christoper Kirkland,M,1946-11-28,11.0,,,,,education,Tortolita,Nebraska
2468,Babette England,F,2003-03-11,12.0,backend engineer,18.0,17.8,0.9888888888888889,student,Waconia,Wisconsin
2469,Burt Cornelisgroeneveld,N,1977-06-18,7.0,android developer,27.0,4.23,0.15666666666666668,education,Payne village,Mississippi
2470,Elly Schermerts,F,1995-04-18,2.0,data scientist,20.0,0.75,0.0375,financial services,Olmos Park,West Virginia
2471,Annetta Guthrie,F,1958-12-01,0.0,machine learning engineer,35.0,19.44,0.5554285714285715,software developer,Cullison,Connecticut
2472,Katina Schoonderbeek,N,1974-10-06,7.0,machine learning engineer,35.0,1.07,0.030571428571428572,engineer,Moores -Lenola,New Jersey
2473,Lavina de Vries,F,1943-01-16,3.0,ux/ui designer,15.0,11.76,0.784,software developer,Mount Repose,Idaho
2474,Susanna Bowers,F,1943-11-06,5.0,machine learning engineer,35.0,0.58,0.01657142857142857,HR,Manzanita,Arkansas
2475,Kelvin Perdon,M,1991-10-02,0.0,frontend engineer,20.0,14.44,0.722,creative,Brownsboro Farm,New Hampshire
2476,Johnson Rubio,M,2004-03-04,12.0,software engineering,25.0,7.45,0.298,student,Lake Tansi,Pennsylvania
2477,Tamica Dircx,F,1943-01-03,12.0,machine learning engineer,35.0,3.61,0.10314285714285713,HR,Platinum,Utah
2478,Vance Collier,M,1953-04-27,0.0,iOS developer,27.0,22.09,0.8181481481481482,engineer,Kaanapali,Georgia
2479,Hallie White,F,1942-10-13,2.0,machine learning engineer,35.0,35.04,1.0011428571428571,creative,Sunnyslope,North Carolina
2480,Wonda Frank,F,1967-12-14,0.0,software engineering,25.0,20.36,0.8144,HR,Arcadia,Illinois
2481,Vinita Benaerde,F,1972-01-20,15.0,iOS developer,27.0,1.65,0.06111111111111111,education,Hersey village,Delaware
2482,Ana Fritz,F,1945-02-09,5.0,data engineer,20.0,20.43,1.0215,engineer,Tonawanda,Oregon
2483,Delcie Cooll,F,1986-08-13,8.0,,,,,HR,Suffolk,West Virginia
2484,Misty Boone,N,1980-06-04,10.0,frontend engineer,20.0,10.67,0.5335,education,Redford,Mississippi
2485,Crissy Orozco,F,1949-01-01,2.0,frontend engineer,20.0,9.95,0.49749999999999994,education,Grubbs,Arizona
2486,Concetta Sechel,F,2003-01-20,0.0,iOS developer,27.0,24.32,0.9007407407407407,student,River Forest,Ohio
2487,Elvin Wooldrik,M,2002-02-13,1.0,ux/ui designer,15.0,6.75,0.45,student,Lisbon,Mississippi
2488,Whitney Meskes,M,1971-05-14,7.0,software engineering,25.0,25.59,1.0236,education,Defiance,Hawaii
2489,Vaughn Lynn,M,2003-08-21,13.0,,,,,student,St. Leonard,Pennsylvania
2490,Kristine Bowman,N,1993-02-13,0.0,,,,,education,Melba,Connecticut
2491,Morris van Ommeren,M,1943-03-25,2.0,,,,,HR,Ozona,Massachusetts
2492,Pierre Dejesus,M,1962-06-11,12.0,software engineering,25.0,9.35,0.374,engineer,Sunnyside,Minnesota
2493,Ethan Hernandez,M,1951-01-14,5.0,frontend engineer,20.0,8.1,0.40499999999999997,HR,Howell,Alaska
2494,Sheree Knox,N,1960-06-18,2.0,,,,,HR,Velma,New Hampshire
2495,Marivel Houston,F,1942-03-19,0.0,frontend engineer,20.0,16.68,0.834,software developer,Suffern village,Kentucky
2496,Patrice Joris,F,1962-01-26,12.0,,,,,analytics,Gulkana,Massachusetts
2497,Crystal Ramirez,F,1976-08-19,7.0,data engineer,20.0,20.92,1.046,HR,Poway,West Virginia
2498,Allan van Soestdijck,M,1948-07-05,4.0,ux/ui designer,15.0,10.0,0.6666666666666666,HR,Canadohta Lake,Texas
2499,Paulina Gibson,F,1955-10-23,1.0,ux/ui designer,15.0,14.07,0.9380000000000001,analytics,Thomson village,Florida
2500,Guadalupe Ariens,N,1957-02-19,0.0,data analyst,12.0,9.04,0.7533333333333333,analytics,Flagler Beach,Pennsylvania
2501,Milissa Wheeler,N,1948-07-24,0.0,,,,,creative,Horseshoe Bay,South Carolina
2502,Eli van der Pijl,N,2000-07-11,8.0,,,,,financial services,Warden,Alabama
2503,Doug Hobbs,N,1955-01-17,2.0,data analyst,12.0,4.98,0.41500000000000004,analytics,Olin,New Jersey
2504,Norman Mccarthy,M,1978-11-02,9.0,iOS developer,27.0,26.56,0.9837037037037036,HR,Fort Davis,Maryland
2505,Torri van Langelaer,F,1942-01-10,9.0,iOS developer,27.0,1.37,0.050740740740740746,creative,Thibodaux,West Virginia
2506,Douglas Nash,M,1988-04-10,0.0,data analyst,12.0,6.57,0.5475,analytics,Webberville village,Georgia
2507,Harry Cooke,M,1961-05-18,3.0,data analyst,12.0,5.56,0.4633333333333333,engineer,Citrus Hills,Idaho
2508,Ralph Honzelaar,M,1963-12-07,15.0,ux/ui designer,15.0,14.42,0.9613333333333334,analytics,Atascocita,Colorado
2509,Gilberto Osborn,M,1963-10-04,9.0,backend engineer,18.0,14.81,0.8227777777777778,engineer,Manattee Road,New Mexico
2510,Danna van Setten,N,1980-03-31,15.0,iOS developer,27.0,24.86,0.9207407407407407,HR,Captiva,Oregon
2511,Marylou Cantu,N,1947-06-07,0.0,,,,,engineer,Sanctuary,Montana
2512,Junko Wright,F,2004-12-28,2.0,android developer,27.0,24.71,0.9151851851851852,student,Cana,Montana
2513,Roberto Grimes,N,1951-03-07,7.0,,,,,financial services,Dakota,Alabama
2514,Jeff Terrell,M,1969-06-11,11.0,iOS developer,27.0,27.73,1.027037037037037,creative,Rienzi,Colorado
2515,Florentino Velasquez,M,1956-03-11,8.0,machine learning engineer,35.0,6.28,0.17942857142857144,financial services,Peach Orchard,Maine
2516,Otto van Versendaal,M,1956-07-30,1.0,data analyst,12.0,10.41,0.8675,financial services,Lake Park village,Virginia
2517,Terrence Komen,N,1997-10-04,3.0,frontend engineer,20.0,20.39,1.0195,creative,Finley Point,Pennsylvania
2518,Loralee Claes,F,1960-09-17,14.0,machine learning engineer,35.0,18.76,0.536,HR,Gardenvillage,Indiana
2519,Kathey Bartlett,N,1986-04-04,10.0,data scientist,20.0,8.63,0.43150000000000005,creative,Nevada,Georgia
2520,Erwin Gonzalez,N,1974-07-19,9.0,ux/ui designer,15.0,15.25,1.0166666666666666,creative,Granite Hills,Rhode Island
2521,Holly Valdez,F,1951-10-13,14.0,android developer,27.0,17.22,0.6377777777777778,engineer,Elfers,Arizona
2522,Marketta van Bhiemond,N,1964-05-14,0.0,machine learning engineer,35.0,16.23,0.46371428571428575,financial services,Cleveland,Connecticut
2523,Saul Kars,M,1990-12-15,7.0,software engineering,25.0,7.74,0.3096,creative,Flour,Oklahoma
2524,Thad van der Greff,M,1975-12-24,7.0,software engineering,25.0,13.11,0.5244,engineer,Mermentau village,Ohio
2525,Tracee Bartlett,F,2000-01-27,8.0,,,,,engineer,Naugatuck borough,Michigan
2526,Johnie van Westerveld,M,1943-12-07,5.0,software engineering,25.0,15.66,0.6264,creative,Kingwood,Tennessee
2527,Teodoro Lemmers,M,1988-04-05,8.0,data scientist,20.0,14.84,0.742,creative,Laurel Hill,Massachusetts
2528,Bronwyn Snijders,F,1965-12-04,1.0,data engineer,20.0,5.08,0.254,education,American Falls,Kansas
2529,Jamey Weaver,M,1952-10-17,12.0,data analyst,12.0,0.19,0.015833333333333335,analytics,Valhalla,Colorado
2530,Kayleen Powell,N,1995-08-01,12.0,ux/ui designer,15.0,14.48,0.9653333333333334,education,Philip,New Hampshire
2531,Christopher Koeleman,M,1950-10-21,3.0,android developer,27.0,4.88,0.18074074074074073,software developer,Whiting,California
2532,Gerald Nolan,M,1991-08-04,7.0,,,,,education,Tivoli village,Mississippi
2533,Ferdinand Choi,M,1951-02-19,14.0,data analyst,12.0,9.72,0.81,education,Cumberland Center,North Dakota
2534,Dianne Muusse,F,1990-02-13,9.0,backend engineer,18.0,6.81,0.3783333333333333,software developer,Millis-Clicquot,Kansas
2535,Drema Morgan,F,1997-11-19,0.0,data scientist,20.0,4.26,0.213,software developer,Citrus,Mississippi
2536,Stefan Stevens,M,1985-08-04,4.0,machine learning engineer,35.0,14.42,0.412,financial services,Wurtland,Wyoming
2537,Lon van De vooren,M,1955-06-19,14.0,machine learning engineer,35.0,20.88,0.5965714285714285,engineer,Sloan,North Carolina
2538,Ginny de Boer,N,1968-06-17,9.0,backend engineer,18.0,6.62,0.36777777777777776,engineer,Goreville village,Maine
2539,Bruno Mcleod,M,1959-05-30,7.0,backend engineer,18.0,9.31,0.5172222222222222,education,Telluride,Maine
2540,Glynda Cunningham,F,1988-11-27,14.0,data analyst,12.0,4.79,0.39916666666666667,creative,Good Hope village,Oregon
2541,Adelle Luna,N,1954-12-11,7.0,data scientist,20.0,6.4,0.32,HR,Waite Park,Maine
2542,Werner Huff,M,1960-06-21,6.0,iOS developer,27.0,26.24,0.9718518518518517,education,Plumvillage,Missouri
2543,Zoila Hall,F,1966-02-21,3.0,software engineering,25.0,24.59,0.9836,creative,Yorke,New Jersey
2544,Heath Bennett,M,1945-03-15,15.0,,,,,creative,London,Kansas
2545,Hal Poelgeest,N,1972-10-04,5.0,software engineering,25.0,11.9,0.47600000000000003,HR,Cumberland village,Montana
2546,Jolene Harper,F,1986-01-18,5.0,backend engineer,18.0,10.75,0.5972222222222222,analytics,Deer Park village,Kansas
2547,Erasmo Haney,M,1953-04-23,3.0,backend engineer,18.0,8.81,0.48944444444444446,engineer,Gilcrest,Michigan
2548,Ashanti Houston,F,1945-10-19,12.0,,,,,engineer,East Nassau village,Washington
2549,Klara Rosario,F,1989-02-17,1.0,iOS developer,27.0,11.48,0.4251851851851852,financial services,Encinal,Washington
2550,Evelyne Hughes,F,2003-07-02,14.0,data engineer,20.0,4.49,0.2245,student,Fox,Hawaii
2551,Dick Callander,M,1975-12-20,13.0,android developer,27.0,12.24,0.45333333333333337,software developer,Paraje,Ohio
2552,Maricela Cobb,F,1964-05-14,7.0,machine learning engineer,35.0,27.85,0.7957142857142857,software developer,Orchard Hill,Oregon
2553,Kevin Broerse,M,1960-02-10,13.0,android developer,27.0,26.83,0.9937037037037036,education,Hydaburg,Oklahoma
2554,Marline Booth,F,1971-03-16,14.0,ux/ui designer,15.0,14.48,0.9653333333333334,financial services,New Athens village,Oregon
2555,Erick Hale,M,1955-12-02,3.0,machine learning engineer,35.0,0.72,0.02057142857142857,financial services,Roseto borough,Mississippi
2556,Tammi Nelson,N,1968-10-03,0.0,frontend engineer,20.0,4.23,0.21150000000000002,financial services,Ferdinand,Pennsylvania
2557,Maribeth Booth,F,1945-08-05,14.0,data scientist,20.0,12.23,0.6115,creative,Lemon Cove,Idaho
2558,Gladys Williams,F,1971-04-10,8.0,data engineer,20.0,8.27,0.4135,HR,Hoyt Lakes,Alaska
2559,Neomi de Bruin,F,1983-05-04,10.0,ux/ui designer,15.0,11.2,0.7466666666666666,financial services,Pepperell,Washington
2560,Ivory van Tol,M,1967-03-13,6.0,,,,,analytics,Park River,Nebraska
2561,Camelia Fransdr,N,1970-04-21,0.0,android developer,27.0,1.01,0.03740740740740741,financial services,Oak Grove,Vermont
2562,Tim Kirby,N,1951-02-19,10.0,,,,,engineer,Michiana Shores,West Virginia
2563,Arlyne Preys,F,1990-12-30,2.0,machine learning engineer,35.0,27.34,0.7811428571428571,education,Galeville,Alaska
2564,Delfina Blankenship,N,1957-04-06,5.0,frontend engineer,20.0,18.24,0.9119999999999999,engineer,Slaughterville,Ohio
2565,Virginia van Rosmalen,F,1951-04-26,0.0,software engineering,25.0,8.84,0.35359999999999997,engineer,Cannon Falls,Wyoming
2566,Lucas Renville,M,1999-08-21,4.0,backend engineer,18.0,8.78,0.48777777777777775,HR,Melstone,New Jersey
2567,Racquel Hancock,N,1957-10-22,11.0,iOS developer,27.0,19.08,0.7066666666666666,engineer,Free Soil village,Louisiana
2568,Lara Daniels,F,1970-12-30,0.0,ux/ui designer,15.0,14.91,0.994,education,Emmaus borough,Ohio
2569,Ellamae Booker,F,1970-07-18,1.0,android developer,27.0,18.0,0.6666666666666666,engineer,Lovelock,Kansas
2570,Lynn Wood,M,2003-06-07,0.0,data scientist,20.0,0.66,0.033,student,Lisle village,Tennessee
2571,Gerald Jaspers,M,1997-08-15,0.0,machine learning engineer,35.0,20.6,0.5885714285714286,financial services,Savoy,Hawaii
2572,Margaretta Gerrits,F,1951-01-04,0.0,backend engineer,18.0,9.22,0.5122222222222222,analytics,Glenmora,Nevada
2573,Antonetta Santos,F,1975-10-28,14.0,iOS developer,27.0,11.2,0.4148148148148148,creative,Rico,Maine
2574,Lissa Abresch,N,1967-06-24,14.0,data engineer,20.0,0.82,0.040999999999999995,software developer,Midwest,Delaware
2575,Adrian van Westhrenen,M,1980-01-13,5.0,data scientist,20.0,11.53,0.5765,education,Clint,New York
2576,Orval Witt,M,1985-12-13,15.0,data engineer,20.0,12.98,0.649,software developer,Blissfield village,Kentucky
2577,Jayna Hood,F,1995-07-17,15.0,machine learning engineer,35.0,30.73,0.878,HR,Santa Paula,New York
2578,Jong Rivers,F,2004-03-06,13.0,,,,,student,Ellsworth village,South Dakota
2579,Tod Beasley,N,1996-03-01,13.0,software engineering,25.0,12.57,0.5028,HR,Onida,Kansas
2580,Keith Godijn,N,1981-10-31,2.0,software engineering,25.0,10.13,0.4052,creative,Buford,Washington
2581,Mauro Carson,M,1960-05-28,4.0,data scientist,20.0,8.9,0.445,education,West Des Moines,Maryland
2582,Fritz Rodgers,M,1990-12-10,11.0,data analyst,12.0,11.76,0.98,software developer,Alta,Idaho
2583,Lauryn Ruloffs,F,1958-02-23,3.0,backend engineer,18.0,3.95,0.21944444444444444,financial services,Chetek,Arkansas
2584,Ezra Benaerde,M,2003-12-15,14.0,data analyst,12.0,5.62,0.4683333333333333,student,Lely Resort,Iowa
2585,Wallace van Bentem,M,1965-10-29,6.0,android developer,27.0,25.39,0.9403703703703704,software developer,Catasauqua borough,Wisconsin
2586,Burl Friedman,M,1973-11-22,11.0,android developer,27.0,7.55,0.2796296296296296,education,Cardington village,Rhode Island
2587,Ivonne van Lynden,F,1956-10-16,10.0,frontend engineer,20.0,17.49,0.8744999999999999,education,Coquille,New Mexico
2588,Miles Nort,M,1960-09-03,7.0,machine learning engineer,35.0,19.85,0.5671428571428572,financial services,Gravois Mills,Colorado
2589,Gabriel van Diedenhoven,F,1946-04-03,11.0,machine learning engineer,35.0,12.79,0.3654285714285714,education,Surrey,Kentucky
2590,Johnathon Dominguez,N,2004-06-04,10.0,data analyst,12.0,3.1,0.25833333333333336,student,Pearsonville,Idaho
2591,Leslie Walters,M,1976-01-28,9.0,data engineer,20.0,10.23,0.5115000000000001,creative,Lancaster Mill,Georgia
2592,Ruby Holder,N,1986-05-04,12.0,software engineering,25.0,4.51,0.1804,education,Lava Hot Springs,Kentucky
2593,Dick Robles,M,1989-10-07,0.0,backend engineer,18.0,10.89,0.605,financial services,Broomfield,Ohio
2594,Allan Lowe,M,1995-02-04,0.0,frontend engineer,20.0,7.6,0.38,engineer,Pleasant Groves,Michigan
2595,Lacey Hale,N,1958-06-11,3.0,ux/ui designer,15.0,3.5,0.23333333333333334,HR,Romoland,Tennessee
2596,Terrell van Ree,M,1957-03-10,5.0,android developer,27.0,19.0,0.7037037037037037,HR,West Longview,Virginia
2597,Kevin Herfkens,M,1954-06-19,4.0,android developer,27.0,22.78,0.8437037037037037,financial services,Griswold,Indiana
2598,Floy Eijben,F,1970-12-03,1.0,data analyst,12.0,2.17,0.18083333333333332,creative,Notchie,Alabama
2599,Loyd Guzman,M,1981-06-18,14.0,frontend engineer,20.0,15.74,0.787,education,Lake Benton,Indiana
2600,Hoyt Armstrong,M,1957-02-24,2.0,iOS developer,27.0,12.77,0.472962962962963,software developer,Orestes,New Mexico
2601,Leilani Walraven,F,1979-09-04,2.0,software engineering,25.0,10.17,0.4068,software developer,Wedowee,Utah
2602,Owen Little,M,1978-09-02,12.0,frontend engineer,20.0,5.16,0.258,HR,Compton village,Ohio
2603,Sharon Cabrera,F,1958-12-04,4.0,data scientist,20.0,6.27,0.3135,engineer,Staatsburg,Indiana
2604,Sage Nieves,F,1977-08-26,3.0,backend engineer,18.0,0.03,0.0016666666666666666,financial services,Legend Lake,Missouri
2605,Earnest Buck,M,1975-02-02,5.0,frontend engineer,20.0,0.64,0.032,creative,Menlo,Kentucky
2606,Charissa van Luyn,F,1999-06-25,5.0,software engineering,25.0,1.05,0.042,software developer,Rodman,Nevada
2607,Quinn Koenen,N,1987-02-05,14.0,ux/ui designer,15.0,2.94,0.196,education,Dillon,Nevada
2608,Brittni van der Maden,F,1961-03-13,1.0,data scientist,20.0,4.56,0.22799999999999998,analytics,New Llano,North Dakota
2609,Sandra Le,F,1988-11-19,5.0,backend engineer,18.0,10.68,0.5933333333333333,education,Marshall village,South Dakota
2610,Hallie Hegt,N,1978-03-04,6.0,frontend engineer,20.0,15.49,0.7745,financial services,Palos Hills,Oregon
2611,Conrad Sharpe,M,1981-11-11,7.0,backend engineer,18.0,7.05,0.39166666666666666,HR,Mokelumne Hill,Missouri
2612,Tessa de Groot,N,1963-12-29,1.0,data engineer,20.0,5.55,0.27749999999999997,financial services,Willisville village,Nebraska
2613,Agustin Bruijnen,M,1978-09-26,7.0,backend engineer,18.0,16.84,0.9355555555555556,education,Nunapitchuk,Kentucky
2614,Irving Mcgrath,M,1997-09-27,15.0,iOS developer,27.0,16.03,0.5937037037037037,engineer,Sheridan village,Arizona
2615,Andre Pols,N,1976-05-17,2.0,android developer,27.0,21.36,0.7911111111111111,software developer,Stedman,Wyoming
2616,Nathanael de Groot,M,1951-07-21,4.0,data analyst,12.0,11.59,0.9658333333333333,HR,Visalia,Minnesota
2617,Carlo Budding,N,1991-01-05,13.0,data analyst,12.0,7.11,0.5925,analytics,McKinnon,Florida
2618,Chet Arroyo,M,1997-05-10,8.0,iOS developer,27.0,18.19,0.6737037037037038,financial services,Ammon,North Dakota
2619,Janean van Steenis,F,1948-10-08,2.0,data engineer,20.0,4.96,0.248,analytics,Mercer borough,Arizona
2620,Quintin Garrett,M,1947-01-22,13.0,iOS developer,27.0,11.52,0.42666666666666664,creative,Salina,Washington
2621,Carla Sam,F,1956-11-24,1.0,backend engineer,18.0,12.0,0.6666666666666666,engineer,Floral,North Dakota
2622,Lyman Pratt,M,1996-06-14,5.0,machine learning engineer,35.0,24.99,0.714,analytics,Dawsonville,Nebraska
2623,Thomas Rush,M,1989-10-13,11.0,data analyst,12.0,9.72,0.81,creative,Queen Valley,Massachusetts
2624,Luanne Oliver,F,1951-11-10,2.0,data scientist,20.0,6.82,0.341,financial services,Bridgeport borough,New Jersey
2625,Fritz Heineke,M,1984-10-23,0.0,frontend engineer,20.0,8.79,0.43949999999999995,software developer,San Felipe,South Carolina
2626,Salome van Westerveld,N,1947-07-12,0.0,software engineering,25.0,4.86,0.19440000000000002,engineer,St. Paris village,Wyoming
2627,Corrinne Wooldrik,F,1961-12-08,4.0,data analyst,12.0,1.58,0.13166666666666668,financial services,Rifle,Georgia
2628,Hal Mcneil,M,1963-05-26,1.0,backend engineer,18.0,18.83,1.046111111111111,engineer,Little Flock,Alabama
2629,Rickie Hurst,M,1992-11-12,11.0,frontend engineer,20.0,18.32,0.916,software developer,Honey Grove,New Jersey
2630,Hipolito Johnstone,M,1994-05-05,7.0,machine learning engineer,35.0,13.59,0.3882857142857143,HR,Meadow Lake,Texas
2631,Jolyn Dirks,F,1954-11-18,9.0,backend engineer,18.0,10.53,0.585,creative,Yukon,Florida
2632,Mickey Pitts,M,1976-05-22,0.0,iOS developer,27.0,17.44,0.645925925925926,software developer,Starr,Georgia
2633,Randal Landry,M,1956-03-24,6.0,ux/ui designer,15.0,2.65,0.17666666666666667,analytics,The Meadows,Illinois
2634,Jeffry Shannon,M,1980-07-19,15.0,iOS developer,27.0,14.78,0.5474074074074073,engineer,Stearns,Virginia
2635,Eugene Berger,F,1981-02-01,2.0,frontend engineer,20.0,20.1,1.0050000000000001,creative,Progreso Lakes,New Jersey
2636,Treasa van Seumeren,F,1981-07-12,0.0,frontend engineer,20.0,13.29,0.6645,creative,Hobgood,New Hampshire
2637,Tamesha Fisher,F,1983-04-21,7.0,ux/ui designer,15.0,5.92,0.39466666666666667,education,Mundelein village,New Mexico
2638,Cassandra Gamble,F,1973-04-24,7.0,machine learning engineer,35.0,1.12,0.032,engineer,Darby,Oregon
2639,Lizabeth Beard,N,1980-11-21,3.0,data engineer,20.0,17.42,0.8710000000000001,HR,Zephyrhills West,Indiana
2640,Filiberto Rietveld,N,1978-01-27,14.0,data engineer,20.0,13.98,0.6990000000000001,education,Owosso,Washington
2641,Devin Hammond,M,2003-06-15,4.0,data scientist,20.0,1.53,0.0765,student,Plantation,Vermont
2642,Ranae Bletz,F,1998-11-26,5.0,data engineer,20.0,9.56,0.47800000000000004,financial services,Maybee village,Rhode Island
2643,Gil Whitehead,N,1958-12-22,10.0,,,,,engineer,Lincroft,Kentucky
2644,Alejandro van Dam,M,1976-01-29,11.0,data scientist,20.0,11.29,0.5645,analytics,Halifax,New Mexico
2645,Sonja Mcintyre,N,1994-04-29,12.0,frontend engineer,20.0,10.24,0.512,financial services,Nettleton,Alaska
2646,Ian Jennings,M,1996-11-01,13.0,android developer,27.0,21.41,0.792962962962963,education,Hunnewell,Wisconsin
2647,Juliana Trujillo,F,1942-03-08,1.0,software engineering,25.0,19.88,0.7951999999999999,analytics,San Angelo,Arizona
2648,Shenika Brock,F,1965-02-27,1.0,data scientist,20.0,17.02,0.851,creative,Hulett,Montana
2649,Columbus van Veen,M,1984-03-10,8.0,machine learning engineer,35.0,25.18,0.7194285714285714,software developer,McLoud,Maine
2650,Izola Sonneveldt,F,1943-10-03,4.0,data engineer,20.0,2.37,0.11850000000000001,HR,Wahiawa,Alaska
2651,Loralee van der Linden,F,1971-08-19,5.0,data engineer,20.0,3.58,0.179,software developer,Owensville,Massachusetts
2652,Len Kalt,M,1942-10-19,5.0,,,,,analytics,Lake Elmo,Idaho
2653,Morris Hoyuers,M,1968-09-11,7.0,android developer,27.0,4.75,0.17592592592592593,analytics,Del Mar Heights,Connecticut
2654,Alesha Renes,F,2001-04-29,4.0,frontend engineer,20.0,20.21,1.0105,software developer,Minneiska,Arizona
2655,Roberto Krause,M,1966-03-01,11.0,ux/ui designer,15.0,1.47,0.098,engineer,Woodbourne,North Dakota
2656,Phillip van Iddekinge,M,1983-03-11,8.0,android developer,27.0,7.94,0.2940740740740741,software developer,Lawrenceburg,North Dakota
2657,Ivonne Guzman,N,1947-12-21,2.0,data engineer,20.0,2.39,0.11950000000000001,creative,Kent,Michigan
2658,Alphonse van Tol,M,1954-06-27,2.0,frontend engineer,20.0,8.18,0.409,HR,Belle Glade Camp,Virginia
2659,Ben Mcgowan,M,1951-08-23,13.0,frontend engineer,20.0,5.16,0.258,financial services,Parish village,Ohio
2660,Luciano Crane,M,1943-10-22,0.0,data analyst,12.0,11.77,0.9808333333333333,financial services,Federal Dam,Kentucky
2661,Myrna Flynn,F,1962-01-05,0.0,,,,,creative,Rowena,Wisconsin
2662,Catalina Hemen,F,1963-09-24,11.0,frontend engineer,20.0,0.81,0.0405,creative,Lake Arbor,Idaho
2663,Lucina Wiley,F,1942-05-06,5.0,iOS developer,27.0,11.47,0.4248148148148148,education,South Elgin village,New Jersey
2664,Paulina Bilt,N,1951-03-12,12.0,machine learning engineer,35.0,22.65,0.6471428571428571,engineer,Tucker,Delaware
2665,Darrell Swijgels,M,1983-11-14,9.0,data analyst,12.0,2.96,0.24666666666666667,creative,Dumas,Oklahoma
2666,Verdell Versteegh,F,1962-06-01,12.0,data engineer,20.0,13.07,0.6535,software developer,White Mesa,Georgia
2667,Lucius van Steenis,M,2003-07-21,7.0,data engineer,20.0,17.07,0.8535,student,Foster village,New Mexico
2668,Reed Jongens,M,1983-04-05,4.0,data scientist,20.0,6.14,0.307,financial services,Ovilla,Ohio
2669,Pam Griffith,F,1989-04-06,6.0,iOS developer,27.0,17.48,0.6474074074074074,analytics,Stella,Delaware
2670,Brittny Curry,F,1990-11-24,1.0,machine learning engineer,35.0,18.97,0.5419999999999999,engineer,Oakman,North Carolina
2671,Efren van der Toorn,N,1972-05-03,8.0,data scientist,20.0,20.48,1.024,engineer,Larsen Bay,Iowa
2672,Cher Roeder,F,1950-01-03,7.0,backend engineer,18.0,18.26,1.0144444444444445,HR,Oquirrh,Colorado
2673,Nickolas Amptman,N,1946-08-03,1.0,data engineer,20.0,20.51,1.0255,HR,Williamston,Illinois
2674,Loren Cochran,M,1995-08-17,4.0,backend engineer,18.0,12.51,0.695,analytics,Boca Raton,Georgia
2675,Raleigh Gallegos,M,1981-07-03,11.0,backend engineer,18.0,6.16,0.3422222222222222,software developer,Hartrandt,Wisconsin
2676,Haywood Woerst,N,1958-04-16,0.0,data scientist,20.0,11.8,0.5900000000000001,creative,Port Salerno,Virginia
